Gender,Education,Specialization,interests,skills ,Yearly salary in pounds,Certifications,Job_status,Job_title,Highest Qualification
Male,MBA, Computer Applications,Sales/Marketing;Supply Chain Analysis;Data analytics,Active Listening;Critical Thinking;Analytical Skills;Finance related skills,56,No,Yes,manager,
Male,B.Tech,Computers,"Trading, Entrepreneurship, Understand Human Behaviour","ML, Python",76,No,Yes,Hardware Engineer,Masters in Mathematics
Female,BCA,Computer Science Engineering,Teaching,Teaching,41,No,Yes,Placement Trainee,MCA
Female,MCA,Mechanical Engineering,Technology;Web Designing;Data analytics,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;Artificial Intelligence;SQL,51,Data science and Artificial intelligence ,No,Php developer,Master in computer applications 
Male,B.Tech,Marketing ,Game industry,"
C++;Unity 3D;Object-Oriented Programming (OOP);Game Development;Data Structures;C#;Unreal Engine 4;C (Programming Language)",53,"C#; simulate Space Mario Game;2D-Platform-Game;
3D Battle-Tank-Game;",Yes,Game Programmer,
Male,DME,Mechanical Engineering,"Financial Analysis, News Coverage, Social Justice, Entrepreneurship, Understand Human Behaviour, Understand Human Body","Reading, Subject Knowledge",58,No,Yes,Mechanical Engineer,Masters in Computer Science
Male,PGDM,Electrical and Electronics Engineering,Technology;Data analytics;Digital marketing;Data scientist;Web development;Social media marketing;Information Technology,Risk management skills;Social Media Marketing,55,Digital marketing ,No,NA,
Male,BE,"Physics, Chemistry and Mathematics",Research;Technology;Data analytics;Data scientist,Active Listening;Critical Thinking;Gathering Information;People management;Problem Solving skills;Risk management skills,68,No,Yes,QC engineer,
Female,B.Tech,English,"Technology, Entrepreneurship","ML, Python, SQL, Programming, Team work, Excel, Logical Skills, Presentation Skills, Tableau",68,No,Yes,SQL Developer,Masters in Business Analytics
Male,B.Sc,Mechanical Engineering,Data analytics;Data scientist,Programming Language skills;Analytical Skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;Artificial Intelligence;SQL;Good communication skills,74,No,No,NA,
Male,BCA,NAthing ,Financial Analysis;Trading,Analytical Skills,72,No,No,NA,
Male,BE,Commerce ,Content Writing;Data analytics;Data scientist;Industires,Accounting Skills;Active Listening;Hardware skills;Programming Language skills;Analytical Skills;Editing;HR,45,No,Yes,NA,
Male,Diploma,Computer Science Engineering,Teaching,Editing,69,No,Yes,HR,
Male,B.Com,Computer Science Engineering,Govt. Job,Accounting Skills;Critical Thinking;Editing;Content creation,74,No,Yes,Miritary soldier ,
Male,B.Tech,Mechanical Engineering,Web Designing;Information Technology,Programming Language skills,63,No,Yes,Software Engineer,
Female,B.Tech,Statistics,Research;Data analytics;Web development;Social media marketing;Social causes;Industires;Sports Industry,Programming Language skills;Critical Thinking;Gathering Information;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Problem Solving skills;Risk management skills;C++;Presentation Skills;Linux;Python;Content creation;Java;Cloud Computing;MATLAB;Good communication skills;SAP;AWS;Salesforce Admin,54,Salesforce Admin,Yes,Salesforce Admin,M.Tech
Female,B.Tech,Automobile Engineering,Industires;Design,CAD/CAE(autocad/catia/ansys/proE/SeimensNX),65,UGS NX5,Yes,Mechanical Design Engineer,
Female,B.Sc,Mechanical Engineering ,Financial Analysis;Research;Sales/Marketing;Teaching;Technology;Supply Chain Analysis;Data analytics;Data scientist,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Communication skills;Problem Solving skills;Writing skills;Machine Learning skills;Python;Artificial Intelligence;Automation,55,No,Yes,Analyst,Yes in statistics
Male,BE,Mechanical Engineering,Entrepreneurship,"Critical Thinking, Analytic Thinking, Problem Solving skills",75,No,No,NA,Masters in Business Administration
Female,BE,History,Research;Teaching;Supply Chain Analysis;Gardening;Social causes;Industires,Critical Thinking;Artistic/Creative Skills;Analytical Skills;Problem Solving skills;Risk management skills;Artificial Intelligence;Good communication skills,65,Industrial Automation ,Yes,Assistant Engineer ,
Male,B.Tech,Graphics,Technology;Trading;Data analytics;Industires,Machine Learning skills;Python,57,No,No,NA,
Male,BA,Mechanical enggineering,Teaching;Trading;Supply Chain Analysis;Data analytics;Market reserach,Active Listening;Business Knowledge;Analytical Skills;Communication skills;Leadership;Problem Solving skills;Sales;Social Media Marketing;Good communication skills;Teaching,80,Tata strive ,No,NA,
Male,BE,Agriculture BiotechNAlogy,Web Designing;Design,Designing skills,50,UIUX diploma ,Yes,Graphics Designer ,
Male,B.Tech,Mathematics,Research;Sales/Marketing;Market reserach,Active Listening;Communication skills;Negotiation skills;Problem Solving skills;Client management,79,No,Yes,Project Manager,
Female,B.Sc,Commerce,Research,"Active Listening, Analytic Thinking, Gathering Informing, Work under Pressure, Team work, Excel, Logical Skills, Reporting",56,NPTEL Online Certification in Experimental Biotechnology,No,Scientist in Downstream Protein Purification,Masters in Science
Female,B.Sc,Information TechNAlogy ,Research;Govt. Job,Medical knowledge,56,No,No,NA,Masters in mathematics
Female,B.Com,Statistics,Understand Human Behaviour,Accounting Skills,66,Bank coaching ,No,Student (Unemployed),Masters in Business Administration
Female,B.Tech,Civil Engineering,Technology;Web Designing;Data analytics,Gathering Information;Analytical Skills;Communication skills;Leadership;Data Visualization skills( Power Bi/ Tableau );Interpersonal skills,57,No,Yes,Associate System Engineer ,
Male,B.Sc,Data Structures & Algorithm,Financial Analysis;Govt. Job;Social media marketing,Critical Thinking;Business Knowledge;Leadership;Risk management skills;C++;SQL;Java,62,No,Yes,Gatemen,
Male,B.Tech,Civil Engineering,Data analytics,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence,56,Machine learning with Python certified by IBM,No,NA ,
Male,BE,computers,Data Analytics,"ML, Python, SQL",47,Machine learning Witth Python certified by IBM,No,Data Analyst,Masters in Data Science
Female,B.Tech,"Statistics,Mathematics,Computers",Financial Analysis;Govt. Job,Accounting Skills;Active Listening;Finance related skills;People management,72,No,No,NA,
Female,B.Sc,Statistics,Content Writing;Data analytics;Govt. Job;Data scientist;Gardening;Service;All fields related to Data science.,Active Listening;Artistic/Creative Skills;Communication skills;Sales;Python;Good communication skills;Teaching;Teaching experience,71,PGDCA,No,PREVIOUSLY WORKED,MASTER IN COMPUTER APPLICATIONS
Female,B.Sc,Information Technology,Financial Analysis;Research;Data analytics;Data scientist,Programming Language skills;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL,79,"Python for Data science,Data Analysis with python ",No,NA,Masters in Statistics
Female,B.Sc,Computer Science Engineering,Data Analyst ,"ML, Python, Analytic Thinking, SQL, Communication Skills, Tableau",78,"Python for Data science by IBM,Data Analysis using Python by IBM ",No,Data Analyst,Masters in Statistics
Male,B.Sc,Business Management ,Technology,"AI, Python, Java, SQL, Programming, Communication Skills, Leadership, Editing, Team work, Excel, Logical Skills, C++, Linux, Problem Solving skills",46,web and software engineering,No,NA,Masters in Computer Applications
Male,B.Tech,Business Management ,Financial Analysis;Technology,Programming Language skills;Communication skills;Leadership;Java,42,No,No,NA,
Female,B.Com,Mechanical Engineering,Sales/Marketing;Sports Industry;Customer care,Business Knowledge,61,No,No,NA,
Female,B.Com,Computer Science Engineering,Sales/Marketing;Sports Industry;Customer care,Social Media Marketing,62,No,No,NA,
Male,B.Tech,Bbb,"Financial Analysis, Technology, Trading, Entrepreneurship, Understand Human Behaviour","SQL, Derivatives, Linux",66,No,Yes,Computer Software Engineer,
Male,B.Tech,Electronics and Communication Engineering,"Web development,Information Technology,Blockchain","
Cloud Computing;Microsoft Azure;Amazon Web Services (AWS)docker;Jenkins;Git;",66,"
 Microsoft PoweShell;",Yes,Cloud Engineer,Masters in Computer Science
Male,MBA,Commerce,Financial Analysis;Research;Sales/Marketing;Teaching;Trading;Understand human body;Web Designing;Data analytics;Digital marketing;Retailer;Web development;Gardening;Service;Infrastructure,Accounting Skills;Gathering Information;Finance related skills;Writing skills,79,No,No,NA,Marketing
Male,B.Tech,Electronics & Telecommunications ,Data Analytics,NO,60,No,Yes,ASSISTANT SYSTEM ENGINEER TRAINEE,
Male,B.Com,Computer Science Engineering,Financial Analysis,"Accounting Skills, Active Listening, Critical Thinking, Analytic Thinking, Java, Communication Skills, Cost Accounting, Excel",65,No,No,Student (Unemployed),Masters in Business Administration
Male,B.Tech,Electrical and Electronics Engineering,Product Life cycle Management,"
Product Management;User Experience (UX);Product Development;Account Management;",78,"
Product Management",Yes,Product Specialist,
Male,B.Sc,Coding,Technology,Communication skills;Data Visualization skills( Power Bi/ Tableau ),68,No,Yes,MIS,
Male,B.Tech,Electronics and Communication Engineering,Technology,"Python, SQL, Oracle",62,AWS cloud practitioner ,Yes,Data Engineer,Masters in Computer Science
Male,B.Sc,Computer Science Engineering,Technology,"SQL, Problem Solving skills",68,No,No,Nothing,Masters in Computer Science
Male,B.Tech,Animation & Visual Effects,Technology;Content Writing,Programming Language skills;Critical Thinking;Analytical Skills;Editing;Data Visualization skills( Power Bi/ Tableau );SQL,45,"Sql, Python,tableau,data science",Yes,Hr Assistant II,
Male,BE,Computer Science,"Financial Analysis, Technology","AI, Java, SQL, C++, R, Linux",49,No,No,Student (Unemployed),Masters in Computer Applications
Male,B.Sc,Animation & Visual Effects,Animation,2D/3D Animation,49,3D Animation,Yes,VFX Production Assistant,
Male,B.Tech,Electrical and Electronics Engineering,Product Life cycle Management,"
Product Management",52,No,Yes,MIS,
Male,B.Sc,Computer Science Engineering,Graphic Designer,User Experience (UX),50,AWS cloud practitioner ,Yes,Cloud Engineer,Masters in Computer Science
Male,B.Sc,Computer Science Engineering,Graphic Designer,Product Development,63,No,No,,Masters in Computer Science
Female,B.Sc,Computer Science Engineering,Graphic Designer,Account Management,71,"Sql, Python,tableau,data science",Yes,Hr Assistant II,
Female,B.Sc,Computer Science Engineering,Graphic Designer,Product Strategy;Project Resourcing,77,No,No,Student (Unemployed),Masters in Computer Applications
Female,B.Sc,Computer Science Engineering,Graphic Designer,,75,3D Animation,Yes,VFX Production Assistant,
Female,B.E,Mechanical,Technology,"Critical Thinking, Analytic Thinking, SQL, Programming, Work under Pressure, Logical Skills, Problem Solving skills",77,Microsoft certification ,Yes,Computer Software Engineer,
Male,BA,English,Understand human behaviour,People management;Communication skills,53,Resilience psychology,No,,
Female,MBA,Marketing,Sales/Marketing;Trading;Understand human behaviour;Home interior design,Accounting Skills;Critical Thinking,72,No,Yes,Relationships manager,
Female,B.Tech,Computer,Technology,"C,C++,Java",74,W3schools,Yes,Plant Instrumentation Engineer,
Female,B.Tech,Mechanical,Technology,"C,C++,HTML,Java",43,"C,C++,HTML,Java",Yes,Network analyst,
Female,BMS,Physics,"Research, Sales/Marketing","Critical Thinking, Analytic Thinking, Communication Skills, Creativity Skills, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills, Observation Skills, Reading",47,No,No,Student (Unemployed),PGDM (Marketing)
Male,B.E,Electric and telecommunication engineering,,,61,,,,
Male,B.Tech,Biotechnology,"Research,Understand human body,BioTechnology",Polymerase Chain Reaction (PCR);Molecular Biology;Life Sciences;Molecular Biology protein purification;protein chemistry;Protein Assays;Protein Electrophoresis;Protein Chromatography;Western Blotting;Protein Structure Prediction;Protein Kinases; Protein structure ;protein characterization ;protein engineering,64,Industrial biotechnology,Yes,"
Research Associate",
Female,BE,Artificial intelligence ,Data analytics,Programming Language skills;Machine Learning skills;Python,58,Data Science ,No,NA,
Female,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,70,No,Yes,Se,Ma
Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",51,No,No,Student (Unemployed),Masters in Business Administration
